Mode,Date,Price,Holding,Balance,Profit to Initial Balance
NO SIGNAL,2021-10-01,43816.742188,0.0,100.0,0.0
Short,2021-10-02,48137.46875,0.002077383846652718,100.0,0.0
Hold Position Short,2021-10-03,47680.027344,0.002077383846652718,100.0,0.0
Hold Position Short,2021-10-04,48208.90625,0.002077383846652718,100.0,0.0
Hold Position Short,2021-10-05,49174.960938,0.002077383846652718,100.0,0.0
Hold Position Short,2021-10-06,51486.664063,0.002077383846652718,100.0,0.0
Hold Position Short,2021-10-07,55338.625,0.002077383846652718,100.0,0.0
Hold Position Short,2021-10-08,53802.144531,0.002077383846652718,100.0,0.0
Hold Position Short,2021-10-09,53929.78125,0.002077383846652718,100.0,0.0
Hold Position Closed,2021-10-10,54952.820313,0.0,85.84189875376445,-14.158101246235546
Short,2021-10-10,54952.820313,0.001562101785947047,85.84189875376445,0.0
Take Profit Short,2021-10-11,54734.125,0.001562101785947047,86.18352309277999,-14.499725585251085
Short,2021-10-12,57526.832031,0.0014981447795758597,86.18352309277999,0.0
Take Profit Short,2021-10-13,56038.257813,0.0014981447795758597,88.4136227864879,-16.04657660092792
Short,2021-10-14,57372.832031,0.0015410364044556102,88.4136227864879,0.0
Take Profit Short,2021-10-15,57345.902344,0.0015410364044556102,88.4551224145155,-11.627876841539688
Short,2021-10-16,61609.527344,0.0014357377215478658,88.4551224145155,0.0
Take Profit Short,2021-10-17,60887.652344,0.0014357377215478658,89.49154558225787,-12.58130075322687
Long,2021-10-18,61548.804688,0.00145399323408316,89.49154558225787,0.0
Hold Position Long,2021-10-19,62043.164063,0.00145399323408316,89.49154558225787,0.0
Hold Position Long,2021-10-20,64284.585938,0.00145399323408316,89.49154558225787,0.0
Hold Position Long,2021-10-21,66002.234375,0.00145399323408316,89.49154558225787,0.0
Hold Position Long,2021-10-22,62237.890625,0.00145399323408316,89.49154558225787,0.0
Hold Position Long,2021-10-23,60694.628906,0.00145399323408316,89.49154558225787,0.0
Hold Position Long,2021-10-24,61368.34375,0.00145399323408316,89.49154558225787,0.0
Hold Position Long,2021-10-25,60893.925781,0.00145399323408316,89.49154558225787,0.0
Hold Position Closed,2021-10-26,63032.761719,0.0,91.64920906500201,-8.350790934997988
Short,2021-10-26,63032.761719,0.00145399323408316,91.64920906500201,0.0
Take Profit Short,2021-10-27,60352.0,0.00145399323408316,95.54701846661715,-12.248600336613123
Long,2021-10-28,58470.730469,0.0016340999624978902,95.54701846661715,0.0
Hold Position Long,2021-10-29,60624.871094,0.0016340999624978902,95.54701846661715,0.0
Take Profit Long,2021-10-30,62239.363281,0.0016340999624978902,101.70534120337466,1.7053412033746582
Short,2021-10-31,61850.488281,0.0016443741032618133,101.70534120337466,0.0
Hold Position Short,2021-11-01,61320.449219,0.0016443741032618133,101.70534120337466,0.0
Hold Position Short,2021-11-02,60963.253906,0.0016443741032618133,101.70534120337466,0.0
Hold Position Short,2021-11-03,63254.335938,0.0016443741032618133,101.70534120337466,0.0
Hold Position Short,2021-11-04,62941.804688,0.0016443741032618133,101.70534120337466,0.0
Hold Position Short,2021-11-05,61460.078125,0.0016443741032618133,101.70534120337466,0.0
Hold Position Short,2021-11-06,61068.875,0.0016443741032618133,101.70534120337466,0.0
Hold Position Short,2021-11-07,61554.921875,0.0016443741032618133,101.70534120337466,0.0
Hold Position Closed,2021-11-08,63344.066406,0.0,99.24934001342632,-0.7506599865736803
Long,2021-11-08,63344.066406,0.0015668293124298908,99.24934001342632,0.0
Take Profit Long,2021-11-09,67549.734375,0.0015668293124298908,105.83890386560302,5.838903865603015
Short,2021-11-10,66953.335938,0.0015807861159242572,105.83890386560302,0.0
Hold Position Short,2021-11-11,64978.890625,0.0015807861159242572,105.83890386560302,0.0
Hold Position Short,2021-11-12,64863.980469,0.0015807861159242572,105.83890386560302,0.0
Hold Position Short,2021-11-13,64158.121094,0.0015807861159242572,105.83890386560302,0.0
Hold Position Short,2021-11-14,64455.371094,0.0015807861159242572,105.83890386560302,0.0
